,baseFare
11304,180.47
214154,133.95
217052,217.67
175252,87.44
222635,217.67
107029,180.47
65885,320.0
55024,157.21
91223,217.67
65076,320.0
275048,264.19
114885,171.16
221,262.33
8383,143.26
7621,262.33
132971,143.26
169066,92.09
79187,124.65
153476,92.09
171796,310.7
18786,106.05
157519,217.67
288551,199.07
3952,171.16
77757,152.56
73126,271.63
13153,185.12
43181,133.95
14316,282.79
125389,124.65
37032,213.03
85794,217.67
33073,320.0
212939,133.95
32481,166.51
211127,124.65
36017,217.67
96974,152.56
104866,338.61
203049,133.95
115013,124.65
190697,171.16
154359,157.21
100381,264.19
65662,315.35
264708,171.16
8414,217.67
242141,199.07
47617,152.56
46764,124.65
130993,124.65
214877,115.35
194195,199.07
4105,124.65
65315,208.37
238561,236.28
133570,310.7
137994,124.65
59199,124.65
178592,87.44
161934,92.09
16819,115.35
89066,273.49
24358,226.98
110074,217.67
4697,217.67
170029,217.67
179026,375.81
32437,292.09
47209,82.79
33497,271.63
218194,124.65
40504,217.68
154988,129.3
154406,157.21
180308,124.65
256894,413.02
154302,222.33
205864,217.67
56743,180.47
212740,171.16
281771,264.19
54760,431.63
58137,152.55
11868,106.05
57394,199.07
73928,226.98
222477,217.67
277503,264.19
199452,171.16
24782,133.96
226600,310.7
101093,431.63
93067,189.77
273694,413.02
116012,124.65
14963,375.81
167461,143.26
110810,310.7
138431,124.65
46910,115.35
35730,271.63
243621,236.28
72636,152.56
46633,271.63
99521,271.63
166912,217.67
230572,217.67
106337,226.98
242235,143.26
184255,171.16
137160,87.44
116013,124.65
258455,171.16
236556,236.28
171262,143.26
78353,264.18
36951,208.38
32528,82.79
164900,310.7
93141,124.65
246796,171.16
191005,124.65
53691,199.07
22836,208.38
32292,124.65
51029,226.98
148336,217.67
152987,87.44
120719,124.65
4355,262.33
81487,185.12
141755,124.65
8724,152.56
23466,271.63
132692,171.16
67778,320.0
148892,152.56
132775,217.67
199257,115.35
68472,208.37
103046,217.67
117287,264.19
170128,292.09
172922,124.65
37488,208.37
208885,171.16
236578,124.65
246124,310.7
260668,310.7
244488,217.67
92707,180.47
79929,271.63
281004,124.65
236966,171.16
164690,124.65
180603,310.7
120966,310.7
104399,180.47
30875,217.68
269427,217.67
66787,240.93
64877,171.16
165371,124.65
140813,124.65
25072,254.89
272065,310.7
259830,161.86
285081,199.07
106995,180.47
190405,217.67
227483,236.28
18313,87.44
23790,115.35
201616,115.35
199679,115.35
118495,124.65
198199,133.95
83180,213.03
158506,199.07
148525,217.67
266099,264.19
14227,366.51
191861,171.16
90636,152.56
8954,101.39
182667,124.65
194436,124.65
76910,226.98
164898,310.7
114112,310.7
10692,282.79
125357,124.65
200984,124.65
107790,152.56
167050,292.09
181748,161.86
92846,273.49
255350,375.81
139117,87.44
33450,189.77
147812,231.63
205429,310.7
154357,147.91
64792,208.37
233082,124.65
83037,180.47
94055,213.03
205363,124.65
202059,310.7
127165,217.67
244286,310.7
48767,115.35
165295,171.16
78429,231.63
63742,152.56
33870,171.16
96922,124.65
173185,87.44
151567,124.65
1167,68.84
16098,194.42
201689,171.16
230300,310.7
16097,110.7
129122,124.65
174740,124.65
27734,347.91
21025,82.79
67216,208.37
124162,124.65
107000,217.67
272688,310.7
194255,115.35
150872,124.65
170100,310.7
196329,124.65
189895,124.65
7969,171.16
82331,217.67
76543,217.67
226232,143.26
148359,217.67
117414,217.67
104651,124.65
143763,199.07
95,262.33
162425,92.09
220107,199.07
16657,347.91
43586,431.63
214207,124.65
152610,152.56
30799,161.86
147257,152.56
262168,171.16
18181,143.26
99785,124.65
239439,217.67
146131,87.44
148592,171.16
39932,161.86
64033,320.0
61975,124.65
220479,217.67
130742,124.65
233168,357.21
121605,152.56
186934,171.16
94167,347.91
125420,199.07
103890,189.77
22129,292.09
122987,310.7
167885,92.09
57540,152.55
137048,124.65
110803,208.37
145747,124.65
110949,152.56
146130,87.44
275559,264.19
164254,92.09
235039,236.28
156642,92.09
89602,208.37
213647,217.67
184506,124.65
1869,171.16
123800,199.07
178883,310.7
95502,217.67
66564,124.65
166366,199.07
12818,171.16
248007,217.67
275843,199.07
2477,262.33
230932,124.65
151063,87.44
83411,152.56
134859,124.65
145620,124.65
34319,208.37
453,262.33
110573,310.7
57672,226.98
18097,180.47
193239,171.16
287583,199.07
253996,199.07
153344,129.3
234848,124.65
163692,124.65
43069,203.73
48164,338.6
237862,310.7
67084,124.65
106610,124.65
162222,92.09
77573,278.14
270143,338.6
254171,217.67
177654,199.07
269460,217.67
102853,152.56
105622,385.12
287627,459.53
78516,124.65
178506,87.44
130939,199.07
167840,124.65
65394,171.16
62800,208.38
35264,101.39
26572,133.95
152267,171.16
76441,180.47
103217,217.67
82820,208.37
20046,226.98
130768,152.56
163903,92.09
201390,115.35
204830,171.16
102178,375.81
83426,254.88
119425,226.97
20335,180.47
74374,175.82
269565,217.67
238478,171.16
263753,217.67
179122,217.67
201622,124.65
7440,262.33
76878,271.63
213784,217.67
80275,226.98
247681,310.7
286760,310.7
116922,124.65
19775,115.35
181351,124.65
263736,264.19
235218,310.7
25512,271.63
47269,185.12
231050,199.07
234251,217.67
21978,171.16
168927,92.09
98417,189.77
89063,271.63
135702,217.67
44631,431.63
91928,208.37
128365,124.65
84010,124.65
252785,199.07
80628,273.49
43253,250.24
55586,124.65
42227,152.56
166140,143.26
134578,199.07
145671,87.44
276351,459.53
139774,171.16
168983,92.09
280898,468.84
5563,82.79
214235,171.16
217610,124.65
266967,264.19
85510,226.98
58899,180.47
167442,171.16
50242,124.65
213993,171.16
84249,152.56
100763,217.68
169744,87.44
257203,217.67
9824,282.79
191385,310.7
122630,124.65
148180,310.7
165320,199.07
125891,152.56
21069,208.38
178321,143.26
71130,315.35
183126,161.86
132801,152.56
159261,217.67
90383,152.56
128589,152.56
91843,208.37
80084,180.47
177373,217.67
207906,171.16
164865,310.7
228953,171.16
151923,385.12
43462,199.07
37129,133.95
150357,217.67
87536,217.67
116571,217.67
278798,217.67
51484,271.63
267720,264.19
56318,203.73
41930,292.09
149555,222.33
115056,124.65
93282,222.33
266098,264.19
192272,124.65
139122,124.65
91432,152.56
176989,124.65
113223,199.07
199301,171.16
22193,133.95
173701,217.67
225239,310.7
7911,106.05
63528,171.16
229619,199.07
168911,245.58
78406,273.49
80509,124.65
83089,124.65
198680,217.67
195722,171.16
157498,217.67
195369,124.65
79219,231.63
142631,152.56
39247,199.07
184634,124.65
73094,271.63
86638,273.49
262623,217.67
170354,171.16
222249,310.7
28181,292.09
127923,171.16
181069,292.09
145311,152.56
122393,124.65
203756,310.7
175065,87.44
111481,152.56
106699,273.49
189723,199.07
120618,87.44
2173,129.31
272181,413.02
89487,217.67
202865,199.07
182855,152.56
210905,199.07
142924,310.7
64206,271.63
19706,171.16
155374,129.3
209454,124.65
50925,226.98
70360,124.65
187744,124.65
45188,366.51
114267,208.37
215407,217.67
267089,217.67
90842,431.63
122419,124.65
251958,171.16
93847,217.67
64260,271.63
206692,133.95
115057,124.65
11866,106.05
281093,124.65
191229,310.7
162350,124.65
188982,171.16
53318,180.47
148358,217.67
9287,171.16
268067,217.67
225300,310.7
172968,124.65
88551,152.56
196572,217.67
64156,271.63
808,217.67
159750,217.67
113244,124.65
22767,152.55
176826,180.47
70547,157.21
29024,133.96
165952,92.09
233250,199.07
224233,217.67
154401,129.3
174639,124.65
29188,82.79
93477,217.68
205814,217.67
113135,124.65
147187,199.07
123234,217.67
138789,124.65
161411,431.63
110974,199.07
233420,199.07
87673,185.12
177608,217.67
246673,171.16
105845,217.67
14791,106.05
1882,82.79
183310,115.35
227209,217.67
112600,208.37
110882,152.56
189433,124.65
23252,199.07
150067,310.7
147112,124.65
194186,124.65
281178,310.7
166125,92.09
181433,124.65
206591,143.26
340,106.05
184373,124.65
265414,171.16
173394,87.44
234041,310.7
56038,213.03
84066,180.47
46576,271.63
261866,217.67
8778,82.79
198490,217.67
189670,161.86
116507,199.07
254883,347.91
230526,310.7
33255,320.0
56981,226.98
274793,217.67
5844,199.07
230725,171.16
18071,292.09
89514,208.37
219658,115.35
65716,217.68
38596,82.79
276599,310.7
55398,245.58
42156,320.0
249337,310.7
153160,236.28
53760,294.89
92120,180.47
40960,240.93
27029,180.47
156791,171.16
176080,124.65
123712,152.56
30807,236.28
113450,310.7
220150,310.7
106250,124.65
233318,143.26
63913,124.65
145400,217.67
176810,124.65
241535,124.65
193802,115.35
267538,310.7
271290,171.16
17650,180.47
69417,175.82
86094,152.56
262367,264.19
149474,87.44
21263,133.95
205431,310.7
235781,217.67
206074,171.16
73703,292.09
128745,124.65
249267,310.7
150789,152.56
50007,124.65
130674,171.16
33191,180.47
168434,245.58
258000,292.09
222822,217.67
95065,171.16
202067,385.12
205486,310.7
194229,133.95
193406,171.16
204130,217.67
193281,171.16
21490,271.63
206425,115.35
49652,226.98
115866,282.79
288778,310.7
1629,82.79
73323,180.47
23510,271.63
186208,124.65
151465,231.63
281560,124.65
190337,217.67
71802,208.37
65598,124.65
161447,431.63
247016,199.07
91276,152.56
209554,115.35
7687,106.05
174923,217.67
91947,152.56
136283,124.65
27422,152.55
173167,143.26
127712,124.65
192116,124.65
250717,124.65
152773,124.65
197287,124.65
134548,124.65
220857,310.7
136881,87.44
50768,308.84
242264,124.65
275566,310.7
200162,310.7
16881,217.67
82201,273.49
196612,217.67
26923,264.19
122041,124.65
217771,143.26
54716,180.47
3808,106.05
140664,87.44
82123,217.67
183526,115.35
243782,124.65
185304,171.16
182363,301.4
199442,124.65
35011,213.03
71367,271.63
123915,152.56
193280,171.16
284854,310.7
40775,250.24
15776,217.67
75685,152.56
166187,124.65
225653,217.67
215004,310.7
250970,217.67
5239,106.05
195823,115.35
58337,124.65
144539,310.7
73210,180.47
148393,217.67
97459,273.49
47662,357.2
167008,171.16
172909,87.44
137540,217.67
135372,310.7
136338,152.56
148362,264.19
32356,292.09
79528,180.47
38132,366.51
163202,292.09
180057,124.65
25863,292.09
156092,203.72
150113,385.12
235161,143.26
68543,236.28
258461,199.07
223983,217.67
125618,171.16
89103,338.6
141627,124.65
260148,292.09
146899,171.16
87451,271.63
126974,217.67
76170,222.33
229480,199.07
108642,171.16
263213,264.19
239755,171.16
221669,115.35
27871,292.09
214574,133.95
24065,115.35
247510,143.26
3090,217.67
102145,273.49
277366,124.65
130610,124.65
189505,124.65
255290,217.67
21059,133.96
31139,110.7
92733,180.47
282470,217.67
126206,124.65
201866,133.95
27109,199.07
18421,143.26
203754,310.7
167532,92.09
97886,180.47
164480,124.65
268401,124.65
158621,199.07
142956,310.7
70070,226.98
28735,124.65
1150,143.26
36420,82.79
237768,217.67
19434,254.89
22581,180.47
12993,82.79
52427,226.98
89793,152.56
266758,310.7
27903,217.67
249241,236.28
88591,152.56
136436,171.16
288596,171.16
153943,222.33
36464,133.95
210355,217.67
151415,87.44
106529,180.47
41501,152.55
64454,180.47
19372,250.24
48074,357.2
285578,199.07
60805,180.47
94856,124.65
238306,124.65
199964,124.65
240342,161.86
220967,171.16
171859,310.7
51399,271.63
155101,92.09
46146,208.38
90810,273.49
108170,310.7
129451,222.33
249165,140.47
90359,152.56
104400,180.47
249232,217.67
163346,171.16
236043,310.7
261373,338.6
103328,152.56
76505,152.56
69219,236.28
263329,217.67
245132,124.65
250536,104.19
207520,217.67
161389,171.16
30352,106.05
277818,366.51
216354,115.35
191421,217.67
287241,199.07
146488,375.81
121352,171.16
226082,264.19
134235,171.16
170353,171.16
162702,92.09
273776,171.16
250220,292.09
192340,133.95
28007,217.67
58302,143.25
101224,180.47
257236,310.7
111856,217.67
51937,152.56
200607,217.67
247512,143.26
162336,92.09
168513,217.67
94139,271.63
3595,143.26
262152,171.16
179887,115.35
177861,87.44
58527,203.73
288779,310.7
72374,180.47
47644,180.47
25260,203.73
271975,217.67
125745,124.65
214583,199.07
99939,217.67
97357,152.56
55555,143.25
240669,310.7
52923,133.95
33582,271.63
60030,271.63
227037,217.67
212820,124.65
47716,338.6
243723,236.28
48032,152.56
186432,310.7
285811,171.16
66328,203.73
200917,124.65
268836,385.12
184099,310.7
262111,264.19
252205,236.28
187147,171.16
29258,199.07
239101,310.7
93451,189.77
6341,262.33
80060,273.49
312,106.05
98093,152.56
169256,124.65
108741,208.37
135790,310.7
149202,124.65
6750,366.51
255370,310.7
18214,226.98
237258,357.21
195674,199.07
162380,124.65
116153,217.67
243233,171.16
102962,273.49
106380,124.65
139942,199.07
170161,431.63
206150,171.16
283975,124.65
58275,213.03
59413,347.91
135266,152.56
152436,143.26
132140,171.16
61860,273.49
289285,143.26
288197,217.67
161611,217.67
234352,217.67
116313,152.56
137615,217.67
171052,87.44
164828,310.7
182006,385.12
15268,143.26
168639,171.16
5720,101.39
201742,124.65
84800,152.56
146547,217.67
32995,161.86
187507,124.65
81276,271.63
193951,133.95
61227,226.98
269558,124.65
70957,185.12
27772,271.63
39534,152.55
100078,217.67
38049,292.09
32656,115.35
96263,273.49
81567,124.65
64998,226.98
43624,431.63
107487,338.61
167123,217.67
182969,124.65
272287,264.19
165535,124.65
135876,171.16
163875,92.09
81218,180.47
200302,217.67
91586,222.33
238710,236.28
139749,171.16
281594,217.67
132753,217.67
68501,180.47
159797,124.65
56212,245.58
166292,124.65
49766,226.98
52571,450.23
252679,171.16
182816,124.65
112235,208.37
159544,357.21
216251,133.95
135923,171.16
239272,310.7
118631,199.07
266377,264.19
157868,236.28
192248,124.65
147008,152.56
163525,143.26
211511,217.67
3527,282.79
37201,320.0
183570,161.86
82958,273.49
215003,310.7
108893,310.7
126629,310.7
141524,171.16
69067,310.69
237236,199.07
248326,171.16
171593,124.65
279602,310.7
268275,413.02
233636,236.28
64907,240.93
46535,271.63
68505,208.37
172650,87.44
96743,124.65
58837,347.91
216863,310.7
32892,152.55
249659,217.67
32127,366.51
276397,366.51
27238,82.79
235073,124.65
165567,92.09
131332,87.44
201741,115.35
33359,250.24
112056,217.67
16959,161.86
95062,152.56
249917,357.21
207823,171.16
60835,226.98
164479,124.65
167409,124.65
216307,236.28
241968,124.65
18545,106.05
41894,292.09
78183,273.49
141228,217.67
102434,347.91
94777,217.67
71149,231.63
189861,189.77
133628,310.7
216636,310.7
183731,310.7
21489,271.63
210852,171.16
202089,217.67
199809,124.65
265933,124.65
239773,171.16
209778,115.35
276267,161.86
119468,171.16
63958,245.58
55626,180.47
288269,468.84
229520,124.65
229695,124.65
276312,459.53
248835,292.09
137971,152.56
265904,199.07
14881,171.16
31499,189.77
172116,171.16
90915,180.47
186906,199.07
204078,217.67
157760,171.16
163274,199.07
22972,292.09
260176,236.28
124003,199.07
247300,143.26
220478,217.67
184468,124.65
205670,217.67
17156,171.16
58074,180.47
245536,143.26
144973,199.07
69022,208.37
69424,245.58
156129,157.21
224654,171.16
206806,115.35
158935,124.65
40566,82.79
210255,217.67
35170,250.24
143882,152.56
149623,152.56
88138,264.18
215506,217.67
142697,87.44
59514,271.63
243748,124.65
101563,217.67
202829,133.95
55575,310.7
69189,236.28
26522,226.98
89666,273.49
44124,271.63
188983,171.16
126303,124.65
7953,282.79
261002,217.67
284599,310.7
103861,152.56
41893,292.09
158820,92.09
151971,217.67
80834,217.68
139606,217.67
89083,271.63
262068,217.67
207756,282.79
43793,161.86
103616,124.65
232902,143.26
181874,189.77
149699,124.65
169857,329.3
203705,310.7
242322,143.26
1732,282.79
42324,180.47
10411,143.26
194900,217.67
22086,161.86
138300,199.07
275075,217.67
177427,217.67
185186,217.67
187546,115.35
80295,180.47
128957,87.44
110581,338.61
134608,199.07
173977,171.16
189375,124.65
244214,310.7
150548,199.07
122576,124.65
69697,271.63
144143,124.65
214095,124.65
104597,273.49
180807,245.58
191763,171.16
143740,217.67
212230,171.16
82774,213.03
26842,236.28
207723,217.67
104157,271.63
123102,217.67
264619,124.65
40488,254.89
3330,357.21
7278,82.79
88132,217.67
185990,189.77
74561,226.98
212187,171.16
199138,124.65
846,161.86
58306,199.07
188950,171.16
155521,315.35
85186,152.56
263185,310.7
45471,171.16
137772,171.16
160614,92.09
275965,199.07
53812,199.07
241764,124.65
250168,217.67
152728,171.16
5755,82.79
125115,199.07
236610,124.65
18816,199.07
143158,217.67
179918,143.26
33868,115.35
228818,171.16
166655,310.7
110241,217.67
252772,217.67
244538,217.67
65524,240.93
65109,231.63
17150,87.44
157472,217.67
40251,124.65
33239,208.38
170402,171.16
247260,292.09
150518,171.16
4725,143.26
211737,310.7
275477,338.6
100573,310.7
230335,217.67
98786,152.56
9054,194.42
154757,92.09
226071,217.67
96179,180.47
49592,226.98
112111,171.16
228326,310.7
39084,180.47
218876,217.67
203325,236.28
126568,310.7
78656,271.63
192957,217.67
27896,292.09
6889,357.21
176969,143.26
262934,385.12
181322,124.65
106640,124.65
923,87.44
219708,115.35
159943,124.65
94518,357.21
124519,87.44
265901,143.26
195922,217.67
91798,222.33
62640,180.47
82629,171.16
193957,171.16
151166,124.65
229747,124.65
167710,92.09
254206,124.65
147484,87.44
204744,115.35
103476,273.49
96339,124.65
248987,236.28
118183,199.07
19507,271.63
35505,226.98
172165,171.16
62336,271.63
228457,217.67
32897,199.07
123450,217.67
63559,226.97
230440,217.67
257558,171.16
254598,161.86
267723,310.7
63409,282.79
161798,199.07
138815,87.44
11446,82.79
125450,217.67
251265,310.7
149226,124.65
219612,199.07
150469,171.16
197640,124.65
186178,124.65
64585,180.47
191671,217.67
282723,468.84
241210,199.07
179545,87.44
231694,199.07
179039,217.67
84403,124.65
288930,264.19
256828,413.02
156957,199.07
191489,217.67
606,262.33
156613,129.3
152139,264.19
24752,199.07
168320,217.67
101450,152.56
195696,143.26
61706,124.65
39513,245.58
75779,338.6
157191,143.26
74960,271.63
165182,171.16
61708,124.65
214220,199.07
186401,124.65
231089,124.65
135922,171.16
32397,320.0
7819,217.67
237660,217.67
48892,115.35
154438,129.3
40629,199.07
198985,171.16
53162,271.63
208421,217.67
241782,292.09
131973,217.67
86439,124.65
66347,213.03
54718,180.47
114461,152.56
153994,222.33
119259,217.67
50386,259.54
101155,271.63
110276,171.16
90263,152.56
26068,115.35
131199,124.65
102454,271.63
71934,226.98
112719,152.56
145756,152.56
123103,217.67
95924,431.63
106251,152.56
210409,217.67
137036,87.44
205704,217.67
42419,254.89
198466,217.67
98747,273.49
184352,171.16
62573,213.03
228324,310.7
86454,273.49
34445,180.47
210843,115.35
265344,385.12
93870,217.68
103068,189.77
258138,124.65
1989,138.61
147785,222.33
171219,124.65
120503,199.07
220062,217.67
146113,124.65
90809,271.63
255905,199.07
21385,138.61
167121,171.16
177047,310.7
238970,292.09
167694,124.65
40923,226.97
198714,217.67
18581,133.95
181945,385.12
269537,310.7
119972,152.56
259481,217.67
274854,217.67
181453,115.35
224930,115.35
191557,217.67
111052,124.65
9874,171.16
227403,171.16
88590,152.56
54679,180.47
77391,273.49
125119,310.7
215323,217.67
86102,208.37
102503,271.63
6293,262.33
270942,217.67
135039,87.44
177607,217.67
42635,231.63
66459,180.47
210695,199.07
167306,124.65
221878,282.79
117665,171.16
73006,271.63
201812,124.65
12309,143.26
253068,118.14
116288,199.07
253921,217.67
24326,106.05
71013,124.65
42338,133.95
165728,124.65
76720,271.63
109951,347.91
53225,271.63
47933,185.12
43662,271.63
130360,171.16
138024,124.65
74961,271.63
221216,124.65
155212,203.72
243964,143.26
162827,310.7
100397,124.65
12781,82.79
268414,143.26
33861,292.09
25337,166.51
57816,203.73
162842,385.12
71509,304.19
156056,129.3
77034,180.47
183781,310.7
248304,301.4
116371,124.65
68167,203.73
131652,310.7
223278,115.35
256111,347.91
251454,310.7
203103,133.95
61226,226.97
195033,171.16
51758,338.6
205717,264.19
125557,152.56
282505,217.67
76172,273.49
106838,310.7
16590,271.63
119209,217.67
2378,262.33
114368,171.16
214778,124.65
218402,310.7
243781,124.65
90187,189.77
187170,124.65
62220,271.63
150227,217.67
267519,217.67
182849,124.65
208300,217.67
279745,140.47
42354,226.98
280739,468.84
142405,87.44
194129,124.65
139238,310.7
154575,129.3
282285,310.7
236927,124.65
241693,236.28
201024,124.65
147863,87.44
277343,124.65
118220,199.07
162275,171.16
139726,217.67
131024,124.65
123773,152.56
164454,124.65
217394,171.16
70639,245.58
77619,217.67
192210,124.65
175441,310.7
33152,82.79
143112,217.67
6207,262.33
261452,171.16
104586,124.65
12672,199.07
265606,413.02
180447,385.12
28781,203.73
166150,124.65
109296,152.56
214961,310.7
124696,310.7
170605,143.26
108643,171.16
162485,92.09
223456,115.35
2478,262.33
269251,310.7
275841,171.16
55965,208.38
3215,106.05
140631,87.44
128683,199.07
183546,124.65
160158,92.09
68188,213.03
46767,161.86
266328,264.19
174451,87.44
261450,171.16
254263,143.26
189098,124.65
214640,143.26
160801,143.26
4213,262.33
106960,217.67
111079,124.65
177269,375.81
132446,143.26
184467,124.65
76385,222.33
53416,180.47
232829,124.65
70778,240.93
271922,264.19
219572,143.26
40670,236.28
145195,124.65
255032,310.7
250699,217.67
73915,180.47
94646,152.56
125475,217.67
120066,310.7
153917,222.33
194375,124.65
83323,152.56
153728,315.35
13927,106.05
76652,180.47
130861,217.67
127077,217.67
285278,310.7
133969,264.19
83214,222.33
189348,115.35
175473,310.7
171954,431.63
109248,152.56
79899,273.49
132919,217.67
285317,199.07
196972,171.16
182370,338.6
103249,273.49
41412,208.37
57894,124.65
121325,217.67
245358,124.65
140204,152.56
231318,124.65
98908,171.16
34435,133.95
277004,310.7
264296,171.16
87825,124.65
134163,199.07
196859,217.67
209553,115.35
239869,171.16
65884,315.35
148954,152.56
68977,282.79
279332,264.19
148081,87.44
284314,385.12
3116,282.79
6754,106.05
204572,115.35
230726,171.16
50949,245.58
245202,199.07
93513,217.67
48626,271.63
206723,143.26
203053,171.16
242234,143.26
267791,171.16
44480,385.12
169065,92.09
166533,171.16
274301,310.7
193405,171.16
250149,292.09
100973,124.65
72744,304.19
148425,217.67
94120,347.91
274518,310.7
168785,92.09
67308,180.47
105875,357.21
196423,310.7
154631,92.09
30907,101.39
135528,310.7
201087,115.35
176605,124.65
148955,171.16
104434,180.47
227302,171.16
141635,143.26
288302,246.51
250627,236.28
36948,161.86
57804,124.65
58417,245.58
36590,166.51
135099,87.44
41860,161.86
31207,106.05
155009,92.09
257136,310.7
74149,226.98
175809,171.16
15830,82.79
215860,171.16
35798,217.67
223330,199.07
183384,124.65
167250,171.16
230930,124.65
158237,92.09
8455,282.79
14246,171.16
84331,189.77
29980,115.35
85651,124.65
210914,124.65
79455,347.91
260731,310.7
240429,124.65
268209,413.02
120227,124.65
243662,292.09
196629,217.67
58170,226.98
257975,347.91
40696,106.05
13952,161.86
154335,203.72
4706,282.79
261354,217.67
50923,217.67
27173,208.38
124346,124.65
30176,292.09
125923,199.07
231758,236.28
150294,217.67
70556,278.14
199282,124.65
205311,124.65
129323,87.44
232192,310.7
50946,180.47
3813,171.16
230674,199.07
186251,124.65
188050,115.35
249266,310.7
31266,203.73
260213,217.67
146021,87.44
201514,133.95
120768,87.44
48093,236.28
232599,171.16
110951,171.16
50671,152.56
82753,273.49
77549,282.79
287319,264.19
129082,124.65
99844,152.56
157138,143.26
126363,124.65
26549,133.95
153275,124.65
35951,217.67
271129,310.7
107358,199.07
88552,180.47
149393,124.65
106328,180.47
133787,217.67
148058,217.67
25011,250.24
134363,226.98
215161,310.7
243476,124.65
165537,124.65
76911,273.49
153050,92.09
126394,87.44
87960,124.65
138296,124.65
4085,106.05
15130,282.79
75007,271.63
186206,115.35
61554,152.56
91357,217.67
245718,217.67
169991,310.7
154136,175.81
64056,231.63
127058,217.67
41290,133.95
27344,106.05
73240,180.47
83974,124.65
159069,310.7
179467,180.47
258092,124.65
63313,124.65
94573,217.67
108381,217.67
107378,208.37
178484,143.26
108786,124.65
252716,217.67
24355,208.38
14667,338.6
72300,290.23
246071,310.7
85879,189.77
213924,171.16
80193,226.98
28290,133.95
22525,180.47
34221,124.65
70248,124.65
192024,143.26
107554,236.28
67534,226.98
173564,310.7
260561,310.7
31725,271.63
205395,133.95
41372,161.86
221638,115.35
157547,217.67
88098,222.33
9759,262.33
113678,217.67
95580,189.77
232715,199.07
167979,329.3
126174,124.65
26233,292.09
283274,199.07
103833,152.56
119831,171.16
104587,124.65
118054,171.16
223518,133.95
198435,310.7
18985,217.68
201482,115.35
87278,180.47
30177,292.09
10466,282.79
261127,264.19
240060,124.65
283129,264.19
140991,124.65
189587,124.65
80191,180.47
47026,124.65
260221,292.09
37589,271.63
134629,199.07
215322,217.67
101113,271.63
149435,87.44
179019,217.67
288733,264.19
186821,310.7
280494,217.67
105098,152.56
11930,161.86
43970,292.09
53761,310.7
124239,217.67
79879,124.65
199197,124.65
224653,171.16
234617,264.19
9383,171.16
266599,468.84
120059,199.07
145080,171.16
114490,199.07
98740,189.77
158462,92.09
14793,106.05
43697,271.63
258761,292.09
174913,124.65
215344,217.67
126081,217.67
128451,171.16
2190,310.7
253040,199.07
44261,271.63
237282,310.7
178984,217.67
84439,189.77
193575,124.65
5258,282.79
203884,217.67
124857,347.91
141317,310.7
38755,166.51
165980,171.16
83869,226.98
44760,271.63
76287,245.58
665,106.05
215090,310.7
5384,171.16
95710,124.65
50838,440.93
158170,124.65
81709,271.63
45084,366.51
174842,143.26
150792,199.07
224320,217.67
77739,226.98
4738,282.79
135617,217.67
159862,143.26
145022,217.67
224467,171.16
162248,92.09
155671,222.33
224373,171.16
10773,152.56
237035,124.65
68398,124.65
254856,236.28
115140,124.65
23962,292.09
271208,217.67
19748,292.09
55436,347.91
88824,152.56
187920,124.65
151782,124.65
36849,152.55
195538,115.35
205554,310.7
225704,217.67
2651,161.86
4796,106.05
281504,264.19
38742,394.42
76605,268.84
216638,310.7
119448,208.37
135023,124.65
132041,217.67
54634,180.47
152099,217.67
93816,217.68
273693,413.02
52079,199.07
61643,240.93
129854,338.61
60686,124.65
217561,143.26
150296,217.67
16295,171.16
143793,152.56
8854,106.05
45769,143.25
5879,194.42
101154,271.63
63656,217.68
101529,124.65
203178,124.65
220128,217.67
4614,87.44
10320,357.21
246672,171.16
50614,231.63
80646,199.07
91647,124.65
13786,338.6
134935,124.65
14910,171.16
165013,217.67
258504,236.28
227743,171.16
9310,180.47
1520,282.79
174313,171.16
112420,217.67
149130,199.07
174645,143.26
12208,217.67
258909,310.7
197255,124.65
69992,124.65
87450,217.67
161945,171.16
253713,171.16
60031,271.63
110001,264.19
144142,124.65
57896,124.65
254855,217.67
187363,199.07
174680,124.65
133159,124.65
119395,217.67
59826,124.65
126874,217.67
64487,226.98
104377,180.47
1255,357.21
271979,264.19
252892,273.49
263894,124.65
133493,347.91
153024,124.65
225344,310.7
93487,259.54
187962,115.35
125358,124.65
218941,217.67
138554,124.65
184507,124.65
248190,171.16
117305,217.67
254468,199.07
207787,171.16
269658,217.67
55424,245.58
46358,226.98
199043,124.65
201952,310.7
201106,199.07
249731,217.67
226320,115.35
175347,310.7
100681,171.16
164024,143.26
208533,217.67
126013,152.56
18515,226.98
276015,310.7
126487,222.33
179096,217.67
44140,431.63
197569,143.26
176112,143.26
3249,217.67
128455,199.07
45826,82.79
158072,171.16
197878,115.35
169444,87.44
23145,110.7
173519,310.7
140755,222.33
101081,271.63
2304,82.79
252321,124.65
158656,124.65
252849,347.91
94035,217.68
194185,115.35
3870,171.16
47341,180.47
37157,199.07
181205,87.44
62708,171.16
256182,217.67
240141,199.07
157326,310.7
75502,199.07
63808,315.35
76574,240.93
145822,87.44
184654,124.65
24401,82.79
252460,413.02
160748,124.65
109826,310.7
131157,124.65
90576,124.65
108934,208.37
64395,180.47
17587,324.65
202242,217.67
39229,403.72
171608,124.65
282994,124.65
131362,124.65
265492,171.16
140066,143.26
68917,180.47
39384,245.58
275000,217.67
265699,217.67
9493,262.33
101127,431.63
287927,310.7
238551,124.65
4676,161.86
