,baseFare
96971,124.65
253512,217.67
166479,124.65
138708,124.65
154956,231.63
285546,124.65
43085,320.0
130967,152.56
86871,273.49
224729,171.16
121748,199.07
223831,310.7
271120,217.67
160038,92.09
149762,124.65
241164,217.67
2381,262.33
95032,124.65
256401,292.09
158309,171.16
106757,310.7
245502,171.16
114762,217.67
130638,124.65
219425,115.35
282878,310.7
217544,143.26
86210,273.49
89641,273.49
49940,185.12
94254,180.47
265026,264.19
84980,208.37
10221,217.67
162965,310.7
19018,203.73
158073,171.16
142791,124.65
197172,171.16
26862,106.05
19647,271.63
17584,208.38
71707,226.98
237682,310.7
284374,385.12
33707,271.63
53295,338.6
203781,310.7
112258,236.28
265572,413.02
202715,124.65
97109,152.56
108553,171.16
213108,124.65
199554,124.65
83292,124.65
135848,310.7
72799,152.56
85472,273.49
204685,124.65
41297,180.47
153817,222.33
152162,217.67
30871,166.51
32898,203.73
1425,143.26
140592,124.65
262891,310.7
212970,236.28
244083,143.26
84733,217.68
161734,236.28
12834,152.56
112219,310.7
225111,171.16
280979,199.07
66494,245.58
284301,310.7
165483,124.65
226182,143.26
40709,231.63
284945,171.16
144887,217.67
132587,171.16
174716,124.65
6111,245.58
87280,217.67
190891,152.56
252366,124.65
27649,347.91
156606,92.09
136547,171.16
231255,236.28
85667,271.63
69970,171.16
139324,310.7
86483,278.14
70325,245.58
119861,208.37
228241,310.7
48627,271.63
70064,180.47
23382,101.39
142044,124.65
267539,338.6
147978,87.44
253384,217.67
93589,189.77
41357,329.3
145539,152.56
155492,315.35
130564,217.67
22669,152.55
7323,171.16
276511,385.12
134799,124.65
115907,152.56
256220,124.65
90837,273.49
256408,143.26
110753,208.37
270894,217.67
29516,189.77
64682,315.35
149552,124.65
64394,180.47
245711,199.07
284346,310.7
52610,124.65
279716,161.86
766,115.35
28923,199.07
53588,171.16
86326,189.77
234769,236.28
88711,213.03
32252,124.65
188610,217.67
212485,124.65
205922,217.67
181410,124.65
124596,175.82
229220,217.67
75923,338.6
26944,199.07
7439,262.33
272276,171.16
244153,310.7
110277,171.16
146049,87.44
92734,180.47
177665,171.16
48811,338.6
165515,143.26
238741,292.09
143523,199.07
226628,310.7
80650,217.67
209278,236.28
257899,161.86
242052,124.65
16999,180.47
176179,124.65
209072,171.16
279708,140.47
81178,338.6
86866,217.68
195191,171.16
285376,366.51
236706,124.65
168158,329.3
142636,231.63
199249,171.16
125719,152.56
96369,171.16
212618,199.07
92880,273.49
139843,124.65
176857,124.65
252639,104.19
107199,199.07
150358,217.67
225793,217.67
46992,180.47
82468,199.07
87492,338.6
166737,217.67
9898,115.35
152759,199.07
92309,152.56
160325,231.63
4927,217.67
904,161.86
197161,124.65
121944,310.7
178434,124.65
210062,310.7
42243,292.09
183974,217.67
37158,199.07
288472,199.07
255515,217.67
277594,264.19
276885,217.67
120657,124.65
54767,124.65
174277,124.65
214739,115.35
77546,254.88
114679,217.67
32628,157.21
60362,180.47
149124,152.56
17704,271.63
5524,203.72
170320,171.16
192869,310.7
93446,124.65
103620,152.56
161992,92.09
27498,133.95
38428,180.47
21884,217.67
171751,310.7
26582,226.98
179954,143.26
10632,82.79
162576,124.65
99162,152.56
170757,143.26
211477,143.26
9897,115.35
111825,217.67
137353,310.7
201314,115.35
135069,124.65
235264,236.28
174173,143.26
266759,310.7
32403,399.07
224136,217.67
98034,152.56
82615,278.14
161866,92.09
222978,171.16
52844,375.81
87714,217.67
256440,124.65
17615,133.95
30385,226.98
103684,171.16
52187,217.67
139950,264.19
44317,271.63
135660,217.67
251143,236.28
154685,129.3
41754,347.91
30750,106.05
205815,217.67
286665,171.16
182763,124.65
255369,310.7
16901,180.47
147839,87.44
248834,217.67
95402,152.56
156554,92.09
75073,180.47
20693,264.19
178293,87.44
48286,171.16
138215,152.56
40167,115.35
253614,217.67
99027,171.16
87371,226.98
150662,152.56
42730,106.05
99821,171.16
191796,199.07
131542,124.65
34046,292.09
153680,315.35
204601,124.65
142147,124.65
236392,245.58
192926,217.67
139380,217.67
212523,115.35
148983,152.56
67462,292.09
274725,310.7
105414,124.65
172946,124.65
77437,217.67
87968,189.77
187437,124.65
134259,124.65
282224,310.7
117413,217.67
108278,264.19
23384,152.55
12520,143.26
9922,106.05
106912,180.47
122001,347.91
73816,143.25
6035,282.79
181907,124.65
221870,171.16
203272,199.07
7719,217.67
11869,106.05
37807,292.09
59385,271.63
49698,226.98
170030,217.67
64858,320.0
244747,310.7
1038,171.16
86908,273.49
25385,101.39
11183,310.7
261523,171.16
81430,273.49
120099,217.67
14500,262.33
229861,199.07
40856,161.86
222020,133.95
8736,217.67
171922,431.63
65895,147.91
11690,262.33
226407,171.16
101744,189.77
59165,124.65
36592,217.68
31826,385.12
234789,124.65
148775,152.56
110604,236.28
23557,271.63
274960,217.67
186654,217.67
178469,124.65
100534,152.56
163691,124.65
217794,124.65
55865,199.07
148632,171.16
144638,310.7
138378,171.16
14794,106.05
46635,271.63
23053,250.24
193803,124.65
30434,180.47
142178,124.65
214609,199.07
199103,124.65
126975,217.67
10573,143.26
113044,199.07
7619,262.33
165910,236.28
158692,124.65
191092,133.95
278109,459.53
139794,199.07
172822,87.44
278192,385.12
86357,245.58
24825,203.73
132950,217.67
182471,171.16
27023,133.95
166911,217.67
213452,310.7
63681,143.25
179798,124.65
210621,171.16
114372,199.07
107337,199.07
218345,310.7
119258,217.67
116374,171.16
205227,171.16
224962,133.95
214013,171.16
85988,124.65
39169,106.05
40062,115.35
125469,152.56
178119,124.65
86898,213.03
245178,236.28
45649,124.65
19985,292.09
48222,161.86
45838,226.98
97529,124.65
62150,240.93
45924,245.58
18737,208.38
232988,124.65
149033,152.56
47120,338.6
78911,180.47
116855,124.65
112369,338.61
140905,124.65
268955,217.67
161588,143.26
51611,271.63
106582,124.65
156482,129.3
122479,87.44
102949,124.65
29121,213.03
107694,208.37
241687,171.16
179586,124.65
785,217.67
6050,171.16
177011,124.65
267571,217.67
101917,217.67
86211,273.49
231073,310.7
154055,175.81
157829,171.16
47423,226.98
68789,124.65
175046,143.26
67777,315.35
73171,271.63
222478,217.67
204975,199.07
206351,124.65
130693,152.56
221939,115.35
265358,264.19
13188,194.42
67042,320.0
26356,106.05
240265,161.86
153693,389.77
283827,199.07
48120,231.63
235048,124.65
197226,124.65
154054,175.81
236362,310.7
17574,357.21
149977,310.7
72405,199.07
146777,171.16
159559,171.16
122542,124.65
241044,217.67
14747,217.67
157018,92.09
30726,106.05
209090,143.26
220278,310.7
126038,152.56
173045,124.65
113921,310.7
165321,199.07
202649,171.16
199413,115.35
130334,171.16
157445,217.67
168542,171.16
258754,236.28
108983,124.65
108128,310.7
40437,133.95
106125,171.16
195868,115.35
138328,199.07
195807,171.16
289326,199.07
102981,124.65
46486,101.39
43816,292.09
58750,271.63
8615,152.56
70994,226.97
164343,217.67
130048,217.67
193349,171.16
94669,189.77
131979,264.19
106693,199.07
192784,310.7
196150,171.16
206639,124.65
193826,124.65
185515,171.16
185810,124.65
142676,124.65
178527,143.26
262003,124.65
9876,217.67
152437,152.56
165512,124.65
96503,189.77
61289,208.37
169820,87.44
141759,199.07
1818,217.67
13997,171.16
170219,217.67
21876,161.86
29449,82.79
275164,366.51
102818,124.65
215448,217.67
205863,217.67
166037,92.09
286534,217.67
143689,217.67
44761,271.63
28354,180.47
73273,226.98
40118,292.09
209338,133.95
993,143.26
182625,236.28
230863,199.07
89135,180.47
223098,171.16
281418,264.19
93389,217.67
263960,264.19
65251,236.28
125949,124.65
280806,171.16
157121,236.28
209487,199.07
77208,124.65
166341,124.65
96114,217.67
100649,124.65
257376,217.67
69757,199.07
241231,171.16
142440,87.44
87916,217.67
87106,431.63
84930,273.49
162679,199.07
123255,199.07
276679,264.19
189245,124.65
132014,217.67
109185,152.56
66485,180.47
274114,217.67
47299,180.47
222135,347.91
42656,166.51
281306,366.51
255702,171.16
145005,217.67
100015,124.65
277476,199.07
7380,245.58
133722,217.67
279992,124.65
27721,271.63
172080,171.16
7035,68.84
264976,217.67
9839,375.81
190207,310.7
113036,124.65
251984,217.67
136290,199.07
7224,143.26
31267,208.38
111510,124.65
134549,171.16
135662,217.67
224055,217.67
106366,338.6
206784,124.65
183037,115.35
130152,217.67
261929,199.07
211805,217.67
147357,199.07
222862,217.67
287441,264.19
123497,152.56
130723,124.65
286006,143.26
33186,106.05
238262,199.07
2241,124.65
231015,143.26
152470,152.56
264920,310.7
29546,245.58
228026,143.26
205306,115.35
4522,282.79
81064,271.63
76590,175.82
149408,87.44
185077,264.19
204826,124.65
69367,226.97
46301,208.38
281443,264.19
155596,222.33
74847,171.16
86932,152.56
24483,180.47
198960,171.16
280595,264.19
274452,143.26
106491,273.49
150192,217.67
247294,124.65
280357,385.12
120133,124.65
20411,161.86
202753,124.65
176512,87.44
94147,347.91
65945,240.93
245096,124.65
23231,180.47
278546,217.67
246779,264.19
87659,385.11
250953,217.67
178483,143.26
105556,199.07
13926,106.05
158957,124.65
55998,208.38
114568,152.56
169826,217.67
115867,282.79
243141,171.16
85736,124.65
109139,199.07
256847,292.09
20955,199.07
178695,124.65
83774,271.63
43571,271.63
92956,152.56
211804,217.67
234736,143.26
49972,180.47
254448,217.67
177774,124.65
190464,217.67
54606,180.47
84350,189.77
116338,152.56
272111,338.6
183060,124.65
206242,171.16
195190,171.16
137246,87.44
15124,217.67
151031,124.65
89199,226.98
200045,124.65
97346,124.65
17242,143.26
216502,199.07
282506,217.67
48851,115.35
269959,217.67
145223,199.07
93140,124.65
103416,171.16
250907,292.09
12375,143.26
209900,310.7
41080,250.24
225937,199.07
16350,208.38
3838,166.51
284634,217.67
179722,143.26
103264,124.65
156755,208.37
228037,199.07
57467,180.47
98818,152.56
147534,124.65
176970,143.26
97028,189.77
184598,124.65
169315,92.09
277210,264.19
113246,124.65
180799,171.16
246435,217.67
17889,115.35
111619,124.65
19430,226.97
30552,180.47
183571,189.77
184197,171.16
188051,124.65
59684,180.47
138176,152.56
48438,124.65
2293,152.56
25558,271.63
4563,152.56
156154,157.21
39409,236.28
43425,152.55
287913,385.12
184681,124.65
170749,87.44
201240,124.65
65141,320.0
154383,203.72
746,106.05
59198,124.65
279306,161.86
42088,87.44
185972,115.35
186233,161.86
173374,87.44
21009,180.47
131517,254.89
56185,180.47
112747,199.07
132725,217.67
76806,271.63
33306,138.61
46321,171.16
27771,271.63
3446,106.05
122277,124.65
30030,217.67
102246,124.65
219405,133.95
28506,106.05
154731,124.65
1700,152.56
87650,236.28
89766,152.56
250372,347.91
34025,366.51
24029,87.44
99256,124.65
6339,262.33
178024,180.47
94830,124.65
204627,115.35
244706,310.7
253144,273.49
13391,254.88
10751,171.16
36830,264.19
226449,171.16
99191,189.77
239682,171.16
258760,292.09
95003,189.77
53104,271.63
215961,236.28
48040,180.47
73467,152.56
84949,222.33
51049,226.98
204599,115.35
264188,217.67
37045,240.93
49801,152.56
182910,124.65
195137,171.16
73093,271.63
252728,292.09
109037,124.65
271491,124.65
176212,87.44
228954,171.16
190735,171.16
190973,124.65
180441,310.7
173894,217.67
247862,217.67
265934,124.65
159330,217.67
13489,171.16
219373,115.35
57135,124.65
224566,264.19
82192,199.07
131541,124.65
23251,199.07
214254,115.35
116973,124.65
169955,329.3
180573,264.19
187360,152.56
109099,310.7
200864,199.07
75463,124.65
240019,124.65
238436,124.65
189965,124.65
68722,226.97
59090,226.98
200454,217.67
202406,217.67
253444,264.19
182420,171.16
171023,143.26
218248,171.16
183422,124.65
243963,143.26
21605,271.63
239690,199.07
22671,203.73
218828,217.67
36269,180.47
40892,315.35
195005,171.16
102590,180.47
113707,217.67
112136,171.16
24753,203.73
102339,124.65
55467,203.73
285569,171.16
66419,180.47
214353,133.95
79212,124.65
136291,217.67
97386,152.56
121380,199.07
275586,199.07
234956,199.07
171903,217.67
101981,264.19
113604,217.67
106104,217.67
170955,87.44
40339,106.05
63342,124.65
174560,180.47
166934,217.67
5277,143.26
102409,347.91
29741,347.91
53499,226.98
81167,180.47
42818,315.35
184816,468.84
277753,310.7
114966,152.56
191123,171.16
26321,82.79
201181,124.65
39599,271.63
104223,180.47
165584,124.65
221919,199.07
17968,161.86
10698,199.07
181699,161.86
283820,366.51
72018,124.65
28247,143.26
211301,236.28
245056,124.65
126976,217.67
187148,171.16
70039,208.37
116474,152.56
171215,87.44
10678,152.56
74613,231.63
267204,431.63
101750,273.49
83733,273.49
275479,366.51
6041,106.05
286053,329.3
266924,217.67
154598,129.3
212505,124.65
48323,226.98
161790,171.16
179691,143.26
52457,226.98
176524,124.65
88734,222.33
100510,189.77
264283,217.67
113163,124.65
16378,199.07
206375,124.65
274584,310.7
223740,310.7
233415,236.28
5123,143.26
119521,171.16
124439,124.65
40312,82.79
43943,115.35
108513,217.67
70685,226.97
253743,264.19
75571,199.07
194398,199.07
194231,199.07
148179,310.7
224414,171.16
10574,143.26
257495,264.19
3760,245.58
27466,106.05
130587,171.16
141735,310.7
41672,347.91
84039,124.65
203674,310.7
98035,152.56
130509,217.67
211973,217.67
168804,124.65
110450,422.33
71318,271.63
16754,262.33
114165,152.56
80680,152.56
263759,264.19
132973,152.56
172734,124.65
47742,231.63
133199,87.44
148926,226.98
50797,259.54
5654,106.05
243140,171.16
196923,171.16
51214,199.07
193931,199.07
160257,92.09
92768,180.47
55836,180.47
234258,264.19
10367,143.26
275489,459.53
182318,217.67
128042,152.56
185252,217.67
100144,217.67
251652,217.67
64057,245.58
184055,217.67
45214,152.56
146678,217.67
230673,171.16
13838,217.67
96500,180.47
107031,217.67
198097,124.65
212818,115.35
208999,115.35
109978,357.21
73779,292.09
3165,282.79
130311,226.98
65025,171.16
259561,132.09
162711,124.65
113014,199.07
191309,310.7
250779,104.19
113473,310.7
27838,115.35
139506,310.7
142381,87.44
244460,217.67
110309,171.16
198181,124.65
256601,236.28
154732,129.3
187146,171.16
26438,226.98
276403,310.7
158571,124.65
278424,310.7
244973,301.4
105124,152.56
273806,124.65
250404,347.91
32507,133.95
80125,180.47
8084,171.16
228858,171.16
169884,310.7
170762,180.47
280200,310.7
40869,315.35
32580,226.98
136136,152.56
123205,217.67
257828,143.26
265218,217.67
38269,320.0
279789,264.19
143983,124.65
117972,152.56
131185,87.44
6142,262.33
74208,278.14
88159,124.65
10724,245.58
68435,226.98
169279,92.09
255199,310.7
287704,199.07
52651,180.47
131107,124.65
87427,226.98
128211,124.65
190766,124.65
26093,115.35
101306,226.98
635,217.67
29596,271.63
216083,199.07
115115,152.56
115582,226.97
53906,208.38
23442,133.95
173725,264.19
78149,226.98
189006,124.65
175852,171.16
194965,171.16
287074,310.7
124598,222.33
123400,413.03
110390,171.16
137467,310.7
247544,124.65
161196,217.67
266387,310.7
173401,217.67
35311,82.79
68534,180.47
30747,82.79
39504,189.77
222001,124.65
9792,217.67
157863,217.67
85627,217.67
8519,143.26
16215,194.42
287741,124.65
205196,124.65
238847,124.65
94534,199.07
82610,222.33
147426,124.65
154202,175.81
5928,185.12
21153,213.03
147634,87.44
181029,199.07
15747,189.76
93934,124.65
76936,180.47
20541,106.05
114003,124.65
115351,217.67
220569,217.67
147402,124.65
171453,87.44
190566,171.16
103010,124.65
175174,180.47
66888,180.47
24751,152.55
174423,124.65
198772,171.16
204244,171.16
121525,338.61
204304,171.16
150079,385.12
37294,199.07
245999,310.7
138782,87.44
132947,199.07
272803,310.7
126762,347.91
112886,124.65
227083,217.67
123611,199.07
148803,431.63
109249,171.16
106511,199.07
34285,236.28
82959,296.75
87528,124.65
185197,264.19
28282,82.79
92089,152.56
254353,217.67
55627,180.47
106174,171.16
15317,143.26
250609,275.35
216552,115.35
177012,124.65
141970,217.67
67564,236.28
105580,124.65
49943,217.68
190948,124.65
180204,87.44
67051,143.25
74318,217.67
234408,171.16
105689,310.7
139163,310.7
29636,271.63
97941,217.67
41158,320.0
137635,264.19
14349,143.26
267611,124.65
230402,310.7
95369,152.56
77108,226.98
116165,124.65
220204,310.7
163830,171.16
39260,250.24
160220,92.09
152266,171.16
198407,310.7
97668,271.63
260322,124.65
76642,375.81
172206,171.16
148823,217.67
169133,124.65
89767,152.56
164089,236.28
76879,271.63
78609,271.63
223610,143.26
281429,431.63
22268,133.95
260450,292.09
24331,133.95
283871,143.26
123676,124.65
183363,161.86
212795,124.65
124075,199.07
126268,124.65
150575,199.07
91104,124.65
84469,208.37
19835,171.16
126761,347.91
112448,236.28
125852,199.07
47955,375.81
147148,199.07
5310,82.79
60826,180.47
282839,217.67
231146,124.65
288821,199.07
46191,180.47
164519,92.09
79746,199.07
156928,143.26
221110,199.07
277751,264.19
190087,310.7
231726,310.7
47882,250.24
151523,87.44
7008,78.14
183668,310.7
238719,347.91
50731,245.58
139720,171.16
259678,199.07
16512,152.56
194487,310.7
193999,124.65
119699,217.67
143652,124.65
160825,92.09
178814,310.7
140229,124.65
5926,138.61
43207,133.95
135376,352.56
62118,254.89
37195,250.24
136264,310.7
98125,199.07
248308,357.21
239746,301.4
144819,217.67
130021,217.67
62116,231.63
9685,262.33
66626,124.65
45165,124.65
35897,161.86
48976,152.56
193740,124.65
159176,310.7
44103,271.63
103463,152.56
268350,264.19
20580,180.47
214298,124.65
42121,152.56
64614,199.07
250855,124.65
175945,171.16
208062,310.7
131952,217.67
68092,271.63
143111,217.67
90117,152.56
307,282.79
69723,213.03
178467,124.65
190158,310.7
28448,292.09
55293,124.65
154241,147.91
90478,213.03
97754,271.63
240177,292.09
198929,171.16
184711,124.65
24899,203.73
196003,115.35
143524,217.67
162168,199.07
11687,262.33
216346,236.28
149814,124.65
48995,338.6
121466,171.16
219347,143.26
267480,338.6
59013,180.47
148572,226.98
185303,171.16
72759,124.65
88191,217.67
119937,171.16
81492,245.58
50189,171.16
232659,171.16
169021,92.09
63686,180.47
54505,338.6
206749,115.35
209273,217.67
275512,310.7
257743,301.4
76312,273.49
177426,217.67
286629,310.7
183838,310.7
30546,133.95
176250,87.44
116316,199.07
44108,347.91
5103,143.26
199022,171.16
97915,180.47
150295,217.67
195032,171.16
248006,217.67
21120,199.07
91968,124.65
116445,217.67
131599,310.7
73732,245.58
190565,171.16
210100,310.7
272844,310.7
227256,171.16
113614,310.7
51663,338.6
26999,180.47
74822,185.12
156393,129.3
80540,124.65
279085,124.65
168862,92.09
70007,208.37
55901,152.55
250642,413.02
236827,236.28
52047,236.28
24701,124.65
169894,329.3
26215,87.44
132261,171.16
131057,152.56
247543,124.65
26832,203.73
236422,171.16
101384,124.65
17471,180.47
235386,143.26
7016,161.86
64692,226.98
25890,385.12
117828,152.56
4886,357.21
175583,217.67
20099,226.98
11160,194.42
510,262.33
29153,110.7
239992,143.26
141783,152.56
81775,271.63
185733,161.86
188421,310.7
84094,273.49
119028,310.7
217446,171.16
219298,199.07
42216,124.65
260142,236.28
4375,115.35
141073,310.7
223377,199.07
171057,124.65
12552,82.79
210160,217.67
264484,264.19
140097,152.56
166564,310.7
115911,208.37
17258,143.26
6459,282.79
167257,236.28
62547,203.73
210132,217.67
164899,310.7
139164,310.7
8310,78.14
274294,264.19
26246,133.95
94112,271.63
153681,315.35
136438,199.07
180342,310.7
280372,310.7
74428,180.47
6561,106.05
1208,106.05
18519,292.09
204936,115.35
169808,143.26
78111,273.49
273316,264.19
136855,87.44
29529,250.24
78379,240.93
59942,180.47
2299,282.79
113843,171.16
196431,385.12
66664,180.47
44842,271.63
10747,106.05
104711,189.77
53473,226.98
283413,431.63
54838,124.65
252477,236.28
72958,157.21
192534,171.16
65463,236.28
202872,115.35
75585,431.63
33223,250.24
77099,180.47
29515,189.77
83506,347.91
64306,271.63
166771,217.67
195688,115.35
130444,124.65
199258,115.35
246275,217.67
138101,264.19
257592,171.16
114735,199.07
21560,271.63
12957,194.42
258240,236.28
287320,264.19
236636,124.65
241319,171.16
279892,366.51
219356,236.28
108279,310.7
263399,217.67
34076,115.35
200245,310.7
133834,264.19
246195,310.7
11542,262.33
238398,124.65
155072,129.3
48312,180.47
131741,310.7
84568,264.18
255793,132.09
278765,199.07
152775,124.65
161975,199.07
192330,199.07
101193,180.47
181675,124.65
207443,217.67
26771,82.79
115533,217.67
16935,180.47
108959,208.37
235050,124.65
183185,115.35
236890,124.65
44169,271.63
194488,310.7
229271,124.65
49697,226.98
47743,231.63
173335,124.65
238573,143.26
276395,310.7
118788,124.65
119469,208.37
251117,171.16
153523,92.09
158010,124.65
215912,199.07
89101,271.63
163787,92.09
201541,115.35
5549,152.56
178782,310.7
134775,199.07
71617,180.47
231936,310.7
236951,199.07
148985,199.07
165282,264.19
82094,180.47
151466,231.63
95178,217.68
241921,347.91
134191,152.56
258427,124.65
81535,124.65
31172,82.79
143794,171.16
45670,124.65
59597,180.47
198771,171.16
211911,217.67
234522,171.16
36559,157.21
75599,301.4
54027,208.38
5850,240.93
831,375.81
82562,217.68
221504,124.65
100366,189.77
7054,143.26
21092,236.28
7517,262.33
110103,217.67
136863,143.26
207409,310.7
50873,152.56
137078,222.33
255635,310.7
201227,171.16
282434,264.19
187332,152.56
92598,180.47
57522,254.89
182139,375.81
220122,199.07
147699,87.44
281688,199.07
283858,124.65
54000,259.54
100158,189.77
17706,271.63
111153,199.07
151009,124.65
108912,217.67
175782,305.12
194415,171.16
156176,203.72
142696,87.44
114939,124.65
258558,199.07
242981,264.19
269135,217.67
284936,310.7
237471,310.7
259724,199.07
6547,282.79
231547,236.28
149828,124.65
176190,87.44
283627,143.26
96324,217.67
32820,389.77
73303,180.47
204371,171.16
31974,217.67
281586,199.07
178150,180.47
67305,171.16
24482,133.95
27834,385.12
179953,143.26
10413,161.86
223569,143.26
287137,199.07
264195,264.19
92022,124.65
158421,92.09
172274,171.16
234761,143.26
161303,217.67
117499,171.16
203974,217.67
74706,152.56
190465,217.67
98116,124.65
284690,468.84
19583,271.63
58612,250.24
125522,171.16
81677,189.77
92483,271.63
169538,124.65
105505,180.47
239511,217.67
231326,199.07
146281,124.65
144299,222.33
287075,310.7
72681,299.54
246346,217.67
107253,124.65
6855,143.26
104073,431.63
50911,124.65
24432,133.95
8103,87.44
113476,357.21
138397,124.65
68220,199.07
175862,245.58
104099,431.63
266081,217.67
195982,199.07
223040,171.16
211595,310.7
218284,310.7
207908,171.16
11478,262.33
156034,175.81
222931,171.16
198017,133.95
82409,189.77
146050,87.44
189842,199.07
201451,124.65
35553,271.63
63893,226.97
216560,143.26
227789,115.35
192670,115.35
74395,185.12
181268,199.07
17048,226.98
131315,124.65
25342,217.68
23511,271.63
177295,217.67
128588,152.56
52112,152.56
185917,115.35
116508,199.07
218726,217.67
157953,199.07
282608,310.7
134997,143.26
176171,87.44
240114,143.26
225989,264.19
27559,271.63
86639,273.49
51451,271.63
55768,259.54
158171,124.65
64434,394.42
170380,217.67
157373,310.7
227363,217.67
168643,180.47
24104,292.09
212551,124.65
277817,366.51
124193,199.07
234986,236.28
1949,217.67
21131,254.89
284878,217.67
146206,152.56
76999,226.98
121178,217.67
234820,124.65
173610,310.7
46039,450.23
174558,143.26
118750,87.44
69837,180.47
141480,171.16
232757,171.16
12413,282.79
237729,217.67
146710,217.67
245055,124.65
149341,152.56
80717,217.68
90667,124.65
128155,199.07
28053,217.67
79778,152.56
129056,152.56
158965,171.16
74645,180.47
169774,124.65
162603,124.65
169320,124.65
192315,124.65
185144,217.67
258339,124.65
113046,217.67
107715,208.37
97969,338.6
27780,347.91
178177,87.44
236508,143.26
29597,271.63
28113,161.86
243206,357.21
92898,124.65
39961,292.09
136991,87.44
240408,292.09
165246,217.67
86429,375.81
171613,180.47
40096,87.44
81593,152.56
574,262.33
110779,208.37
192174,124.65
19151,110.7
166688,310.7
72648,226.98
276139,366.51
17426,292.09
8454,282.79
89359,124.65
11391,203.72
118898,87.44
120297,310.7
259040,310.7
42856,394.42
207014,115.35
216961,310.7
12485,106.05
22385,236.28
63608,315.35
274236,413.02
209171,199.07
42339,133.95
92599,180.47
183594,115.35
205228,171.16
57781,245.58
206959,171.16
161589,171.16
169556,87.44
34107,143.26
74288,152.56
235844,217.67
179295,171.16
24409,226.98
2785,217.67
120314,199.07
249166,143.26
211045,171.16
84038,124.65
186062,115.35
235416,199.07
140258,124.65
242695,217.67
186431,310.7
195475,133.95
166865,217.67
183078,189.77
187812,161.86
206265,124.65
191311,310.7
106839,310.7
7472,262.33
210654,171.16
60935,278.14
270659,310.7
195440,115.35
98599,217.68
119863,217.67
161168,217.67
80607,282.79
81804,271.63
226036,199.07
156885,92.09
269297,217.67
29221,82.79
285192,161.86
140556,87.44
44078,324.65
124175,199.07
178118,87.44
248395,171.16
172385,124.65
30574,226.98
81654,273.49
112501,124.65
250461,347.91
204561,199.07
213269,310.7
261904,171.16
153579,129.3
229301,124.65
120589,124.65
6753,106.05
246753,171.16
221615,143.26
119914,208.37
19420,124.65
119447,208.37
177176,310.7
151505,124.65
115193,347.91
240456,171.16
3696,106.05
167835,92.09
253328,310.7
118289,124.65
71643,199.07
12673,245.58
50729,180.47
161816,143.26
286732,310.7
15497,143.26
287201,264.19
149582,231.63
62384,271.63
106097,171.16
138972,124.65
181733,124.65
257889,124.65
139064,124.65
115945,124.65
143863,152.56
195247,143.26
46268,180.47
2480,262.33
192469,199.07
209309,124.65
195220,171.16
70537,282.79
36323,82.79
38793,199.07
31524,217.68
189043,124.65
145934,124.65
161637,143.26
90680,217.68
158042,124.65
167531,92.09
177341,217.67
239708,301.4
90808,271.63
91133,217.67
284911,171.16
285806,310.7
20807,180.47
67179,282.79
214136,124.65
81066,271.63
24796,236.28
70881,226.98
79340,271.63
175723,217.67
88502,268.84
49486,271.63
260485,310.7
147811,226.98
243238,199.07
42888,403.72
42901,110.7
25957,171.16
5876,129.31
13249,282.79
240207,124.65
276884,217.67
253235,273.49
159098,310.7
278217,310.7
200795,171.16
184254,171.16
143687,199.07
216317,115.35
149201,124.65
187169,124.65
101680,171.16
191124,171.16
210574,171.16
125265,310.7
160070,92.09
270792,310.7
181813,124.65
167469,236.28
25159,82.79
105618,347.91
87187,271.63
83600,273.49
49653,226.98
243199,264.19
125049,217.67
219323,171.16
99196,273.49
255951,199.07
245026,143.26
163074,217.67
240559,310.7
3434,217.67
132890,171.16
107381,236.28
219051,171.16
146712,217.67
128217,199.07
73788,157.21
121121,217.67
126319,87.44
190404,217.67
161660,124.65
263812,264.19
9256,152.56
88358,217.67
138908,222.33
219548,133.95
206677,124.65
196216,115.35
226754,310.7
146603,217.67
248752,347.91
28611,366.51
237055,236.28
20329,133.95
270067,143.26
180412,310.7
101255,180.47
204129,217.67
272253,217.67
148181,310.7
117458,217.67
276701,310.7
283130,264.19
250841,161.86
12079,171.16
22429,106.05
30200,87.44
95898,347.91
10615,152.56
177402,217.67
267793,199.07
35668,271.63
215852,133.95
255910,301.4
249478,217.67
243594,199.07
71510,304.19
287198,246.51
147210,217.67
136918,124.65
189198,124.65
155141,129.3
184100,310.7
52821,157.21
59150,213.03
174800,124.65
192114,124.65
105777,310.7
16773,115.35
178100,124.65
207046,124.65
33055,199.07
252990,292.09
143933,124.65
28096,161.86
83554,271.63
165273,217.67
81517,217.67
124438,124.65
82579,152.56
47555,180.47
146173,124.65
52489,254.89
204677,115.35
16780,161.86
21185,110.7
213829,171.16
56438,180.47
192175,124.65
198067,124.65
132284,152.56
186809,217.67
242263,124.65
204305,171.16
87499,124.65
240735,310.7
42975,180.47
129084,124.65
29878,385.12
97885,180.47
125447,199.07
282912,310.7
94619,171.16
139323,310.7
135025,124.65
174077,171.16
276,161.86
111511,124.65
60272,180.47
47377,171.16
259370,310.7
184835,310.7
1918,152.56
286142,385.12
233414,236.28
244353,310.7
122335,124.65
10209,217.67
256541,161.86
164971,217.67
24530,133.95
96036,226.98
84895,217.68
246971,292.09
53227,271.63
150268,217.67
145259,310.7
29785,171.16
102025,124.65
192925,217.67
71933,226.97
